Perfume_ID,Perfume_Name,Brand,Fragrance_Family,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Gender,Season,Longevity,Sillage,Description,Mood_Vibe,Occasion
P000134,Diptyque Tam Dao,Diptyque,Woody Aromatic,woody; powdery; warm spicy; aromatic; amber,"Cypress, Myrtle","Sandalwood, Cedar","Amber, Musk",Unisex,"spring, fall",moderate,moderate,"A monastery hidden in mist — meditative, serene, and timelessly elegant.",,
P000135,Dior Homme Intense,Dior,Woody Floral Musk,iris; woody; powdery; earthy; aromatic; violet; floral; lavender; musky; fruity,Lavender,Iris; Ambrette (Musk Mallow); Pear,Virginia Cedar; Vetiver,Male,"fall, winter,autumn,night",long lasting,strong,"A tailored suit in twilight — refined, smooth, and quietly magnetic.",,
P000136,Chanel Sycomore,Chanel,Woody,woody; aromatic; fresh spicy; earthy; warm spicy,Pink Pepper,Vetiver,Juniper; Spices; Sandalwood; Pink Pepper; Tobacco; Aldehydes; Violet,Unisex,"fall, winter,night",long lasting,moderate,"A forest floor after rain — smoky, earthy, and steeped in elegance.",,
P000137,Amouage Interlude Man,Amouage,Woody Oriental,amber; balsamic; fresh spicy; smoky; warm spicy; woody; oud,Oregano; Pepper; Bergamot,Incense; Opoponax; Amber; Labdanum,Agarwood (Oud); Leather; Sandalwood; Patchouli,Male,"fall, winter",eternal,enormous,"A storm raging in a cathedral — dramatic, resinous, and unforgettable.",,
P000138,Le Labo Santal 33,Le Labo,Woody Aromatic,woody; powdery; leather; warm spicy; violet,Cardamom,"Iris, Violet","Sandalwood, Cedar, Leather",Unisex,"spring,sumer,fall,winter,day,night",long lasting,strong,"A desert campfire under stars — smoky, leathery, and endlessly iconic.",,
P000139,Montale Red Vetiver,Montale,Woody Spicy,woody; aromatic; fresh spicy; earthy; citrus; warm spicy; balsamic; patchouli,Grapefruit,Pepper,Vetiver; Grapefruit; Pepper; Cedar; Patchouli; Peru Balsam,Male,"spring, fall",long lasting,moderate,"A sharp suit with a fiery edge — crisp, bold, and full of energy.",,
P000140,Bvlgari Man Wood Essence,Bvlgari,Woody Aromatic,woody; aromatic; citrus; amber; fresh spicy,citruses with sugar; Lemon Zest; Coriander Leaf,Cypress; Cedar; Vetiver,Benzoin,Male,"spring, summer,fall,day",moderate,moderate,"A city park at dawn — fresh, green, and quietly invigorating.",,
P000141,Jo Malone Wood Sage & Sea Salt,Jo Malone,Woody Aromatic,aromatic; salty; marine; citrus; musky; herbal; soft spicy; floral; aquatic,Ambrette Seed,Sea Salt,"Sage, Grapefruit",Unisex,"summer,day",weak,intimate,"A windswept coastline — breezy, mineral, and effortlessly modern.",,
P000142,Penhaligon’s Endymion,Penhaligon’s,Woody Aromatic,aromatic; fresh spicy; warm spicy; lavender; citrus; woody; coffee; amber; herbal; leather,Lavender; Bergamot; Sage; Mandarin Orange,Coffee; Geranium,Leather; Cardamon; Sandalwood; Nutmeg; Vetiver; Myrhh; Black Pepper; Musk; Incense; Olibanum,Male,"fall, winter,spring,fall,day,night",moderate,moderate,"A gentleman’s study at dusk — warm, refined, and steeped in tradition.",,
P000143,Maison Margiela Replica Jazz Club,Maison Margiela,Woody Oriental,tobacco; sweet; vanilla; rum; woody; aromatic; soft spicy; amber; powdery; warm spicy,Pink Pepper; Neroli; Lemon,Rum; Java vetiver oil; Clary Sage,Tobacco Leaf; Vanilla Bean; Styrax,Male,"fall, winter,fall,night",long lasting,moderate,"A smoky bar with velvet chairs — intoxicating, smooth, and full of rhythm.",,
P000144,Tom Ford Grey Vetiver,Tom Ford,Woody Spicy,woody; aromatic; earthy; citrus; fresh spicy; mossy,Grapefruit; Orange Blossom; Sage,Nutmeg; Orris Root; Pimento,Vetiver; Woodsy Notes; Oakmoss; Amber,Male,"spring, summer,day",long lasting,moderate,"A crisp white shirt in sunlight — clean, sharp, and timelessly elegant.",,
P000145,Lalique Encre Noire,Lalique,Woody Aromatic,woody; aromatic; earthy; musky; fresh spicy,Cypress,Vetiver,"Cashmere Wood, Musk",Male,"fall, winter,night",moderate,moderate,"A shadow in the forest — dark, mysterious, and quietly magnetic.",,
P000146,Armani Privé Bois d’Encens,Giorgio Armani,Woody Oriental,woody; amber; warm spicy; aromatic; musky; earthy,Labdanum,Vetiver,"Spices, Cedar",Unisex,"fall, winter,night",moderate,moderate,"A cathedral filled with smoke — sacred, solemn, and deeply resonant.",,
P000147,Frederic Malle Vetiver Extraordinaire,Frederic Malle,Woody Aromatic,woody; citrus; aromatic; earthy; mossy; warm spicy; fresh spicy,Bitter Orange; Bergamot; Pepper; Caraway; Cardamom,Vetiver; Pink Pepper; Cloves; Incense; Licorice,Oakmoss; Cedar; Sandalwood; Myrhh; Musk; Ambrette,male,"spring, fall,summer,day",moderate,moderate,"A blade of grass sharpened — crisp, earthy, and uncompromisingly pure.",,
P000148,Gucci Pour Homme II,Gucci,Woody Spicy,warm spicy; ozonic; green; cinnamon; tobacco; aquatic; fresh; sweet; amber; citrus,"Bergamot, Violet Leaf",Black Tea; Cinnamon; Pimento,Tobacco Leaf; Myrrh; Musk; Olive Tree,Male,"fall, spring,summer,fall,day",moderate,moderate,"A velvet lounge in twilight — smooth, contemplative, and quietly magnetic.",,
P000149,Comme des Garçons Wonderwood,Comme des Garçons,Woody,woody; fresh spicy; aromatic; warm spicy; powdery,Virginia Cedar; Sandalwood; Cypress; Madagascar Pepper; Vetyver,Guaiac Wood; Incense; Agarwood (Oud); Cashmeran; Nutmeg; Bergamot,Caraway; Patchouli,male,"fall, winter,day",moderate,moderate,"A forest carved in smoke — resinous, bold, and endlessly intriguing.",,
P000150,Bentley Intense for Men,Bentley,Woody Spicy,woody; warm spicy; amber; fresh spicy; rum; smoky; leather; balsamic; aromatic; cinnamon,Black Pepper; Bay Leaf; Bergamot,Rum; Woody Notes; Cinnamon; Clary Sage; African Geranium,Incense; Leather; Benzoin; Cedar; Patchouli,Male,"fall, winter,night",long lasting,strong,"A leather armchair in a smoky lounge — opulent, warm, and commanding.",,
P000151,Hugo Boss Bottled Oud,Hugo Boss,Woody Oriental,warm spicy; oud; woody; fruity; fresh; cinnamon; fresh spicy; green; citrus,Apple; Citruses,Cinnamon; Saffron; Clove; Labdanum,Agarwood (Oud); Sandalwood; Cypriol Oil or Nagarmotha,Male,"fall, winter",long lasting,moderate,"A golden palace door — rich, exotic, and steeped in mystery.",,
P000152,Issey Miyake L’Eau d’Issey Pour Homme,Issey Miyake,Woody Aquatic,fruity; aromatic; citrus; fresh spicy; woody; tropical; sweet; fresh; earthy,Grapefruit; Kiwi; Coriander,Pineapple; Nutmeg,Cypress; Vetiver,Male,"spring, summer,day",moderate,moderate,"A waterfall in sunlight — fresh, sparkling, and endlessly invigorating.",,
P000153,Viktor & Rolf Spicebomb,Viktor & Rolf,Woody Spicy,vanilla; tobacco; sweet; warm spicy; cinnamon; powdery,Vanilla; Tobacco,Cinnamon; Cumin,Bourbon Whiskey; Saffron,Male,"fall, winter,night",long lasting,strong,"A grenade of spice — explosive, daring, and unapologetically bold.",,
P000154,Amouage Epic Man,Amouage,Woody Oriental,amber; warm spicy; fresh spicy; smoky; woody; leather; balsamic; aromatic; oud; musky,Pink Pepper; Olibanum; Saffron; Nutmeg; Cardamom; Caraway; Mace; Myrtle,Myrrh; Geranium,Incense; Agarwood (Oud); Leather; Castoreum; Patchouli; Cedar; Sandalowood; Styrax; Musk,Male,"fall, winter,day, night",long lasting,strong,"A caravan crossing desert sands — exotic, powerful, and steeped in legend.",,
P000155,Cartier Déclaration,Cartier,Woody Spicy,warm spicy; amber; woody; aromatic; citrus; leather; fresh spicy; animalic,Bitter Orange,Spices; Cardamom; Cumin,Leather; Cedar; Benzoin; Tolu Balsam; Vetiver; Amberwood,Male,"spring, fall,winter,day,night",long lasting,moderate,"A declaration of elegance — crisp, refined, and timelessly masculine.",,
P000156,Ralph Lauren Polo Blue,Ralph Lauren,Woody Aquatic,ozonic; aquatic; aromatic; fresh spicy; green; musky; herbal; fresh; citrus; woody,Cucumber; Melon; Mandarin Orange,Basil; Sage; Geranium,Suede; Woodsy Notes; Musk,Male,"spring, summer,day",moderate,moderate,"A yacht on open waters — breezy, invigorating, and effortlessly stylish.",,
P000157,Dunhill Icon,Dunhill,Woody Aromatic,aromatic; fresh spicy; citrus; woody; warm spicy; earthy; white floral; green; lavender; floral,Neroli; Bergamot; Black Pepper; Petitgrain,Black Pepper; Lavender; Cardamom; Juniper Berries; Sage,Vetiver; Oakmoss; Iris; Leather; Agarwood (Oud),Male,"spring, fall",moderate,moderate,"A gentleman’s crest — bold, refined, and steeped in tradition.",,
P000158,Hermes Voyage d’Hermès,Hermès,Woody Spicy,warm spicy; citrus; green; aromatic; woody; fresh; musky,Cardamom; Amalfi Lemon; Spices; Juniper Berries,Tea; Green Notes; Floral Notes,Woodsy Notes; Musk; Cedar,Unisex,"spring, fall,day",moderate,moderate,"A nomad’s path traced in sunlight — bright, adventurous, and endlessly free.",,
P000159,Maison Francis Kurkdjian Amyris Homme,MFK,Woody Aromatic,aromatic; woody; citrus; sweet; vanilla; iris; fresh spicy; balsamic; warm spicy; amber,"Mandarin, Rosemary",Amyris; Iris; Milk Chocolate; Coconut; Coffee,Tonka Bean; Agarwood (Oud),Male,"spring, fall,summer,day",moderate,moderate,"A polished stride through city lights — modern, refined, and quietly magnetic.",,
P000160,Tom Ford Noir Extreme,Tom Ford,Woody Oriental,warm spicy; sweet; vanilla; woody; powdery; amber; fresh spicy; aromatic; white floral; balsamic,Cardamom; Nutmeg; Saffron; Mandarin Orange; Neroli,Kulfi; Rose; Mastic or Lentisque; Jasmine; Orange Blossom,Vanilla; Amber; Woody Notes; Sandalwood,Male,"fall, winter, night",long lasting,moderate,"A velvet curtain hiding secrets — opulent, daring, and steeped in mystery.",,
P000161,Guerlain Homme Intense,Guerlain,Woody Aromatic,aromatic; green; woody; fresh spicy; rum; earthy; citrus; warm spicy,Mint; Mojito; Rhuburb,Rum; Geranium; Floral Notes,Vetiver; Virginia Cedar; Patchouli,Male,"summer, fall,spring,night",long lasting,moderate,"A cocktail at golden hour — fresh, spirited, and effortlessly stylish.",,
P000162,Ermenegildo Zegna Essenze Italian Bergamot,Zegna,Woody Aromatic,citrus; aromatic; fresh spicy; woody; white floral; green; floral,Bergamot,"Neroli, Rosemary","Vetiver, Patchouli",Male,"spring, summer,day",moderate,moderate,"A hillside orchard in bloom — crisp, radiant, and full of vitality.",,
P000163,Amouage Reflection Man,Amouage,Woody Floral Musk,woody; white floral; aromatic; powdery; fresh spicy; iris; citrus; earthy; floral; warm spicy,Rosemary; Pink Pepper; Petitgrain,Jasmine; Neroli; Orris Root; Ylang-Ylang,Sandalwood; Cedar; Vetiver; Patchouli,Male,"spring, summer",long lasting,moderate,"A mirror of elegance — luminous, refined, and timelessly graceful.",,
P000164,Bentley Silverlake,Bentley,Woody Aquatic,"fresh, woody, aquatic, musky","Lemon, Mint","Violet Leaves, Lavender","Cedarwood, White Musk",Male,"spring, summer",moderate,moderate,"A mountain lake at dawn — crisp, invigorating, and endlessly refreshing.",,
P000165,Creed Himalaya,Creed,Woody Aromatic,citrus; woody; powdery; musky; amber; aromatic; animalic; fresh spicy; balsamic,Calabrian bergamot; Grapefruit; Sicilian Lemon,Sandalwood,Musk; Ambergris; Cedar,Male,"spring, fall,summer,day",long lasting,moderate,"A climb into icy peaks — bold, exhilarating, and carved in stone.",,
P000166,Montblanc Explorer,Montblanc,Woody Aromatic,woody; citrus; aromatic; amber; musky; fresh spicy; oud; soft spicy; warm spicy; earthy,Bergamot; Pink Pepper; Clary Sage,Haitian Vetiver; Leather,Ambroxan; Akigalawood; Indonesian Patchouli Leaf; Cacao Pod,Male,"spring, fall,summer,day",long lasting,moderate,"A map unfurled at sunrise — adventurous, modern, and full of discovery.",,
P000167,Dunhill Icon Elite,Dunhill,Woody Spicy,woody; aromatic; warm spicy; citrus; fresh spicy; powdery; musky; leather,Cardamom; Bitter Orange; Bergamot; Lime,Vetiver; Black Pepper; Blue Sage; Juniper,Ebony; Sandalwood; Suede; Labdanum,Male,"fall, winter,spring,day,night",moderate,moderate,"A tailored tuxedo in shadow — sleek, confident, and quietly commanding.",,
P000168,Issey Miyake Nuit d’Issey,Issey Miyake,Woody Spicy,vanilla; leather; patchouli; sweet; warm spicy; soft spicy; woody; animalic; amber; balsamic,Pink Pepper; Grapefruit,"Leather, vanilla","Tonka Bean, Patchouli",Male,"fall, winter,night",long lasting,moderate,"A midnight horizon — dark, mysterious, and pulsing with intensity.",,
P000169,Tom Ford Amber Absolute,Tom Ford,Oriental,Amber; Woody; Smoky; Balsamic; Vanilla,Amber; Incense; Vanilla,Olibanum; Labdanum; Vanilla,Woody Notes; Vanilla; Incense,Unisex,Autumn; Winter; Night,Long Lasting,Strong,Oriental fragrance with smoky incense and vanilla; launched 2007; created by Christophe Laudamiel,,
P000170,Serge Lutens Ambre Sultan,Serge Lutens,Oriental,Amber; Aromatic; Fresh Spicy; Balsamic; Warm Spicy; Woody,Resins; Amber; Bay Leaf; Myrrh,Benzoin; Sandalwood; Vanilla; Coriander; Oregano; Patchouli; Angelica; Myrtle,Patchouli; Angelica; Myrtle; Vanilla; Sandalwood,Unisex,Autumn; Winter; Night,Long Lasting,Moderate,Complex amber oriental fragrance; dense and artistic; launched 1993; by Christopher Sheldrake,,
P000171,Guerlain Shalimar,Guerlain,Oriental,Amber; Jasmine; Vanilla; Iris; Rose,Bergamot; Lemon; Cedar; Mandarin Orange,Iris; Patchouli; Vetiver; Jasmine; Rose,Vanilla; Incense; Leather; Opopanax; Civet; Sandalwood; Tonka Bean; Musk,Unisex,Autumn; Winter; Spring; Day; Night,Long Lasting,Moderate,Mythic first ambery perfume; voluptuous and sensual; intense wake; iconic Guerlain,,
P000172,Maison Francis Kurkdjian Grand Soir,Maison Francis Kurkdjian,Oriental,Amber; Woody; Vibrant; Captivating,Cistus Labdanum; Lavandin; Cinnamon Leaf,Tonka Bean; Benzoin; Amber,Vanilla; Amber; Woody Notes; Sandalwood,Unisex,Autumn; Winter; Night,Long Lasting,Enormous,Honey to amber palette; ambery and woody; sensual drydown; evening fragrance,,
P000173,Hermès Ambre Narguilé,Hermès,Oriental Spicy,Amber; Tobacco; Honey; Spices; Fruit,Amber; Tobacco; Fruit; Honey; Spices,Cinnamon; Rum; Honey; Caramel; Tonka; Sesame,Sandalwood; Leather; Woody Notes; Musk,Unisex,Autumn; Winter; Spring; Day; Night,Long Lasting,Strong,Ambery fragrance with Eastern essence; tobacco and spices; light-wearing experience,,
P000174,Histoires de Parfums Amber 114,Histoires de Parfums,Oriental,Amber; Aromatic; Spicy; Earthy; Woody; Balsamic,Thyme; Nutmeg,Rose; Geranium; Patchouli; Sandalwood; Cedar; Vetiver,Amber; Vanilla; Tonka Bean; Benzoin; Musk,Unisex,Autumn; Winter; Fall; Day; Night,Long Lasting,Strong,Enchanting amber fragrance; erotic and balmy; aromatic breeze; balanced blend of spices,,
P000175,Yves Saint Laurent Opium,Yves Saint Laurent,Oriental,Warm; Spicy; Vanilla; Patchouli; Amber,Tangerine; Bergamot; Lily-of-the-Valley,Myrrh; Carnation; Jasmine,Amber; Patchouli; Vanilla; Opoponax,Unisex,Autumn; Winter; Fall; Night,Eternal,Enormous,Sensual and opulent; classic Eastern fragrance; spicy and warm gourmand; trail of femme fatale,,
P000176,Chanel Coco,Chanel,Oriental,Floral; Citrus; Woody; Spicy; Amber,Angelica; Mimosa; Frangipani; Mandarin; Pimento; Coriander,Cascarilla; Orange Flower; Bulgarian Rose; Jasmine; Carnation; Ylang Ylang; Cinnamon; Orris; Tuberose,Labdanum; Ambrette Seed; Opopanax; Benzoin; Tonka; Vanilla; Olibanum; Musk; Honey; Civet; Patchouli; Vetiver; Sandalwood,Unisex,Autumn; Winter; Fall; Day; Night,Long Lasting,Strong,Exotic and sensual; complex blend of florals and spices; seductive woods; Baroque oriental,,
P000177,Prada Amber Pour Homme,Prada,Amber Fougère,Amber; Fresh; Sensual; Warm; Spicy,Mandarin; Bergamot; Cardamom; Neroli,Patchouli; Tonka Bean; Vanilla; Geranium; Myrrh,Vetiver; Neroli; Orange Blossom; Saffron; Suede; Labdanum,Unisex,Autumn; Winter; Spring; Day; Night,Long Lasting,Strong,Contemporary and sensual amber fougere; freshness vs sensuality; cologne with suede accord,,
P000178,Dior Hypnotic Poison,Dior,Fruity Oriental,Fruity; Vanilla; Almond; Jasmine; Oriental,Apricot; Plum; Coconut,Tuberose; Jasmine; Lily-of-the-Valley; Rose; Brazilian Rosewood; Caraway,Sandalwood; Almond; Vanilla; Musk,Unisex,Autumn; Winter; Fall; Night,Long Lasting,Strong,Magnetic oriental vanilla fragrance; juicy stone fruit and coconut; sensual and intoxicating,,
P000179,Tom Ford Noir Extreme,Tom Ford,Warm Spicy,Spicy; Woody; Amber; Floral; Oriental,Cardamom; Nutmeg; Saffron; Mandarin Orange; Neroli; Ginger,Kulfi; Rose; Mastic; Orange Blossom; Jasmine,Vanilla; Amber; Woody Notes; Sandalwood; Tonka Bean; Guaiac Wood,Unisex,Autumn; Winter; Fall; Day; Night,Long Lasting,Enormous,Rich spice and glowing citrus; kulfi and florals; warm and sexy; sensual woody-amber base,,
P000180,Chanel Coco Noir,Chanel,Modern Amber,Amber; Rose; Patchouli; Bergamot,Grapefruit; Calabrian Bergamot,Rose; Narcissus; Rose Geranium Leaf; Jasmine,Tonka Bean; Sandalwood; Vanilla; Patchouli; White Musk; Frankincense,Unisex,Autumn; Winter; Fall; Night,Long Lasting,Moderate,Modern ambery fragrance with luminous notes; vibrant sophisticated opening; magnetic trail,,
P000181,Montale Ambre Java,Montale,Oriental,Amber; Spicy; Vanilla; Woody; Resinous,Bergamot; Spices,Oud; Spices,Sandalwood; Amber; Vanilla; Musk; Woody Notes,Unisex,Autumn; Winter; Fall; Day; Night,Eternal,Enormous,Amber oriental with oud; warm and resinous; interplay of amber and oud; Montale powerhouse,,
P000182,Montale Blue Amber,Montale,Amber Aromatic,Amber; Aromatic; Vanilla; Woody; Spicy,Bergamot; Geranium,Patchouli; Vetiver; Coriander,Ambergris; Coriander; Vanilla; Musk; Woody Notes,Unisex,Spring; Summer; Fall; Day,Long Lasting,Strong,Straight uncomplicated amber; spiced amber; light-wearing; blue fluorescent vibe; unisex,,
P000183,Montale Amber & Spices,Montale,Oriental,Amber; Spicy; Woody; Warm,Rose; Nutmeg,Oud; Cumin,Sandalwood; Amber; Ebony Wood; Woody Notes,Unisex,Autumn; Winter; Fall; Night,Eternal,Enormous,Amber with spice interplay; rose and nutmeg opening; oud and cumin heart; Montale spiced,,
P000184,Balmain Ambre Gris,Balmain,Amber,Amber; Resinous; Warm; Oriental,Bergamot; Ginger,Amber; Spice; Woody Notes,Sandalwood; Amber; Vanilla; Musk,Unisex,Autumn; Winter; Day; Night,Long Lasting,Strong,Amber gris interpretation; warm and resinous; classic amber composition; luxurious,,
P000185,Guerlain Habit Rouge,Guerlain,Amber,Amber; Citrus; Spicy; Leather; Woody; Aromatic,Lemon; Brazilian Rosewood; Orange; Bergamot; Lime; Tangerine; Basil,Rose; Carnation; Sandalwood; Cinnamon; Patchouli; Jasmine; Cedar; Neroli,Vanilla; Leather; Amber; Benzoin; Oakmoss; Labdanum,Unisex,Autumn; Winter; Spring; Day; Night,Long Lasting,Strong,First amber fragrance for men; 1965; dynamic and passionate; leather and oud notes,,
P000186,Yves Saint Laurent Opium Pour Homme,Yves Saint Laurent,Spicy Oriental,Warm; Spicy; Amber; Vanilla,Mandarin Orange; Bergamot; Lily-of-the-Valley,Myrrh; Jasmine; Carnation,Patchouli; Amber; Opoponax; Vanilla,Unisex,Autumn; Winter; Fall; Day; Night,Long Lasting,Strong,Masculine opium interpretation; warm spicy; oriental sensuality; confident and bold,,
P000187,Calvin Klein Obsession Women,Calvin Klein,Amber Oriental,Warm; Amber; Musk; Floral; Spicy,Mandarin; Bergamot; Lily-of-the-Valley; Coriander; Cinnamon,Carnation; Rose; Myrrh; Jasmine; Anise,Sandalwood; Musk; Vetiver; Patchouli; Vanilla; Amber,Unisex,Autumn; Winter; Spring; Day; Night,Eternal,Enormous,Original obsession; warm spicy; powerful and provocative; feminine powerhouse classic,,
P000188,Dior Poison,Dior,Oriental Floral,Floral; Oriental; Fruity; Spicy; Amber,Orange Blossom; Plum; Coriander; Black Pepper; Star Anise; Pimento; Mace; Rosewood,Tuberose; Rose; Carnation; Jasmine; Ylang Ylang; Lily of the Valley; Labdanum; Berries; Cinnamon; Orange Honey,Amber; Sandalwood; Cedarwood; Vetiver; Vanilla; Heliotrope; Opopanax; Musk,Unisex,Autumn; Winter; Fall; Night,Long Lasting,Strong,Forbidden fruit; 1985; magnetic and mysterious; forbidden sensuality; sulphurous accords,,
P000189,Amouage Fate Woman,Amouage,Chypre Oriental,Floral; Citrus; Spicy; Oriental; Amber; Chypre,Bergamot; Cinnamon; Chilli; Pepper; Nutmeg,Rose; Narcissus; Jasmine; Frankincense; Labdanum; Incense,Vanilla Bean; Frankincense; Benzoin; Patchouli; Castoreum; Oakmoss; Musk; Leather,Unisex,Autumn; Winter; Fall; Day; Night,Long Lasting,Strong,Opulent elixir; tumultuous unknown; dark and destructive accord; rich floral heart,,
P000190,Amouage Interlude Woman,Amouage,Floral Oriental,Floral; Amber; Spicy; Vanilla; Oriental,Ginger; Black Pepper; Bergamot,Osmanthus; Jasmine; Rose; Incense,Amber; Vanilla; Tonka Bean; Patchouli; Musk,Unisex,Autumn; Winter; Fall; Night,Long Lasting,Strong,Interlude between moments; intriguing floral heart; spicy opening; warm oriental base,,
P000191,Nishane Ani,Nishane,Spicy Woody Vanilla,Spicy; Woody; Vanilla; Powdery; Floral,Bergamot; Green Notes; Blue Ginger; Pink Pepper,Black Currant; Turkish Rose; Cardamom,Patchouli; Cedar; Vanilla; Benzoin; Ambergris; Musk; Sandalwood,Unisex,Autumn; Winter; Spring; Day; Night,Long Lasting,Moderate,Independent and sophisticated; vanilla-centric; contrasting accords; refined and aristocratic,,
P000192,Parfum d’Empire Ambre Russe,Parfum d’Empire,Amber Oriental,Amber; Spicy; Leather; Boozy; Warm; Oriental,Vodka; Champagne; Bergamot,Cinnamon; Russian Tea; Coriander; Cumin; Birch; Juniper,Grey Amber; Leather; Incense; Musk; Ambergris; Sandalwood,Unisex,Autumn; Winter; Fall; Night,Long Lasting,Strong,Opulent elixir; passionate; smoky amber; spirituality of incense; spiced amber oriental,,
P000193,L’Artisan Parfumeur Ambre Extrême,L’Artisan Parfumeur,Amber Oriental,Amber; Warm; Resinous; Spicy,Bergamot; Citrus; Ginger,Amber; Cinnamon; Incense,Vanilla; Sandalwood; Amber; Tonka Bean; Musk,Unisex,Autumn; Winter; Fall; Day; Night,Long Lasting,Strong,Extreme amber interpretation; resinous and warm; Oriental sensuality; luxurious materials,,
P000194,Prada Amber Pour Homme Intense,Prada,Amber Oriental,Amber; Fresh; Sensual; Warm; Spicy; Intense,Mandarin; Bergamot; Cardamom; Orange Blossom,Patchouli; Tonka Bean; Vanilla; Orange Blossom; Musk,Vetiver; Saffron; Suede; Labdanum; Sandalwood; Leather,Unisex,Autumn; Winter; Spring; Day; Night,Long Lasting,Strong,Contemporary intense amber; freshness and sensuality; refined and warm; powerful,,
P000195,Guerlain Spiritueuse Double Vanille,Guerlain,Oriental Vanilla,Vanilla; Amber; Bourbon; Sweet,Rum,Cedar,Amber; Benzoin; Vanilla,Unisex,Autumn; Winter; Fall; Day; Night,Long Lasting,Strong,Boozy vanilla wrapped in amber and benzoin; smoky sweetness with,,
P000196,Alien,Mugler,Amber Woody,amber; white floral; woody,Jasmine,Cashmeran,Amber,Unisex,Autumn; Winter; Night,Long Lasting,Strong,"Radiant jasmine over warm amber and woods, luminous and bold.",,
P000197,Tobacco Vanille,Tom Ford,Amber Spicy,tobacco; vanilla; amber; spicy,Tobacco Leaf; Spices,Tonka Bean; Tobacco Blossom,Vanilla; Dried Fruits; Woody Notes,Unisex,Autumn; Winter; Night,Very Long Lasting,Heavy,"Sweet tobacco wrapped in creamy vanilla and amber, rich and enveloping.",,
P000198,Replica By the Fireplace,Maison Margiela,Amber Vanilla,smoky; vanilla; woody; sweet,Cloves; Pink Pepper; Orange Blossom,Chestnut; Guaiac Wood; Juniper,Vanilla; Peru Balsam; Cashmeran,Unisex,Autumn; Winter; Night,Long Lasting,Moderate,"Cozy smoky woods with chestnut and vanilla, evoking warmth by the fire.",,
P000199,Amber Aoud,Roja Parfums,Amber Woody,amber; oud; spicy; rosy,Bergamot; Lemon,Rose; Saffron,Oud; Amber; Sandalwood,Unisex,Autumn; Winter; Night,Very Long Lasting,Strong,"Opulent oud and amber blend with spice and rose, plush and expansive.",,
P000200,Portrait of a Lady,Frederic Malle,Amber Floral,rose; patchouli; amber; spicy,Rose,Blackcurrant; Cinnamon; Clove,Patchouli; Sandalwood; Amber; Musk,Unisex,Autumn; Winter; Night,Very Long Lasting,Heavy,"Dark rose and patchouli over a resinous amber base, dramatic and elegant.",,
P000201,Lira,Xerjoff,Amber Vanilla,citrus; caramel; vanilla; amber,Blood Orange; Bergamot,Cinnamon; Jasmine,Caramel; Vanilla; Musk,Unisex,Autumn; Winter; Night,Long Lasting,Moderate,"Bright citrus melts into caramel‑vanilla amber, gourmand and smooth.",,
P000202,Althaïr,Parfums de Marly,Amber Vanilla,vanilla; amber; spicy; woody,Cinnamon; Cardamom,Bourbon Vanilla,Musk; Amber; Guaiac Wood,Unisex,Autumn; Winter; Night,Long Lasting,Strong,"Smooth vanilla and amber with spice and woods, refined and elegant.",,
P000203,Fate Man,Amouage,Amber Spicy,spicy; amber; incense; woody,Cumin; Ginger; Saffron,Frankincense; Immortelle,Labdanum; Tonka Bean; Cedar,Unisex,Autumn; Winter; Night,Very Long Lasting,Heavy,"Spiced incense and amber with balsamic depth, complex and powerful.",,
P000204,Eau Duelle,Diptyque,Amber Vanilla,vanilla; smoky; amber; spicy,Cardamom; Juniper,Black Tea; Olibanum,Vanilla; Amber; Musk,Unisex,Autumn; Winter; Night,Long Lasting,Moderate,"Smoky vanilla and amber resins, soft and meditative.",,
P000205,L’Interdit Rouge,Givenchy,Amber Floral,spicy; amber; floral; vanilla,Ginger; Blood Orange,Tuberose; Jasmine,Patchouli; Amber; Vanilla,Unisex,Autumn; Winter; Night,Long Lasting,Strong,"Spicy florals over amber‑vanilla base, bold and sensual.",,
P000206,Coromandel,Chanel (Les Exclusifs),Amber Woody,patchouli; amber; woody; balsamic,Bitter Orange; Neroli,Patchouli; Rose,Benzoin; Amber; Musk,Unisex,Autumn; Winter; Night,Very Long Lasting,Strong,"Rich patchouli and amber with balsamic sweetness, luxurious and enveloping.",,
P000207,Amber & Lavender,Jo Malone,Amber Aromatic,amber; lavender; aromatic; fresh,Lavender,Clove,Amber; Patchouli,Unisex,Autumn; Winter; Spring; Day; Night,Moderate,Moderate,"Fresh lavender over warm amber, aromatic and balanced.",,
P000208,Candy,Prada,Amber Vanilla,caramel; vanilla; amber; sweet,Caramel,Musk,Vanilla; Benzoin,Unisex,Autumn; Winter; Night,Long Lasting,Moderate,"Gourmand caramel and benzoin wrapped in amber, playful and sweet.",,
P000209,Oud Satin Mood,Maison Francis Kurkdjian,Amber Floral,oud; rose; amber; vanilla,Violet,Rose; Oud,Amber; Vanilla,Unisex,Autumn; Winter; Night,Very Long Lasting,Strong,"Silky rose and oud over amber‑vanilla, opulent and smooth.",,
P000210,Chergui,Serge Lutens,Amber Spicy,amber; honey; tobacco; spicy,—,Tobacco; Hay,Amber; Sandalwood,Unisex,Autumn; Winter; Night,Long Lasting,Moderate,"Honeyed tobacco melts into smooth amber and woods, warm and",,
